Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Median Household Income (In 2022 Inflation Adjusted Dollars),Average Family Income (In 2022 Inflation Adjusted Dollars),Median Family Income (In 2022 Inflation Adjusted Dollars),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
"Block Group 2, Census Tract 4816.05, Los Angeles County, California",ca,150,00,06,037,481605,2,Block Group 2,104306,87714.2857142857,87931,444,9,0,0,0,7,12,34,15,0,59,29,44,91,79,53,12
"Block Group 3, Census Tract 4816.05, Los Angeles County, California",ca,150,00,06,037,481605,3,Block Group 3,85417,80704.9450549451,63056,248,8,5,0,20,0,9,8,39,9,0,25,18,58,28,13,8
"Block Group 1, Census Tract 4816.06, Los Angeles County, California",ca,150,00,06,037,481606,1,Block Group 1,66607,112313.473684211,67470,622,13,21,33,36,14,7,10,83,25,28,127,41,73,15,43,53
"Block Group 2, Census Tract 4816.06, Los Angeles County, California",ca,150,00,06,037,481606,2,Block Group 2,58250,86408.1589958159,85167,614,70,81,0,0,32,71,0,8,0,52,34,80,76,17,57,36
"Block Group 3, Census Tract 4816.06, Los Angeles County, California",ca,150,00,06,037,481606,3,Block Group 3,72113,89731.8327974276,76607,419,36,8,0,8,0,8,9,20,35,29,71,57,44,29,57,8
"Block Group 1, Census Tract 4817.11, Los Angeles County, California",ca,150,00,06,037,481711,1,Block Group 1,48590,54957.4861367837,48447,772,56,33,48,83,21,69,9,27,62,73,72,51,89,26,44,9
"Block Group 2, Census Tract 4817.11, Los Angeles County, California",ca,150,00,06,037,481711,2,Block Group 2,70040,71793.6293436293,65313,592,42,0,5,27,40,0,14,58,18,40,113,95,64,49,9,18
"Block Group 1, Census Tract 4817.12, Los Angeles County, California",ca,150,00,06,037,481712,1,Block Group 1,60676,80064.7530040053,62845,916,58,32,15,90,26,68,83,0,25,51,196,52,56,20,108,36
"Block Group 2, Census Tract 4817.12, Los Angeles County, California",ca,150,00,06,037,481712,2,Block Group 2,37941,57242.4148606811,38313,786,107,68,0,189,7,10,26,65,9,64,20,106,47,37,0,31
"Block Group 1, Census Tract 4817.13, Los Angeles County, California",ca,150,00,06,037,481713,1,Block Group 1,73875,126882.637362637,81449,671,104,33,0,0,40,0,8,0,0,129,26,44,48,28,41,170
"Block Group 2, Census Tract 4817.13, Los Angeles County, California",ca,150,00,06,037,481713,2,Block Group 2,71818,119995.689655172,106458,318,0,75,22,8,0,15,0,0,0,10,35,17,24,24,17,71
"Block Group 1, Census Tract 4817.14, Los Angeles County, California",ca,150,00,06,037,481714,1,Block Group 1,42019,119230.508474576,48607,643,136,57,14,25,21,44,14,13,41,42,27,29,88,28,32,32
"Block Group 2, Census Tract 4817.14, Los Angeles County, California",ca,150,00,06,037,481714,2,Block Group 2,46250,56369.776119403,48056,330,19,41,0,30,13,8,0,54,27,30,12,35,24,12,20,5
"Block Group 1, Census Tract 4818, Los Angeles County, California",ca,150,00,06,037,481800,1,Block Group 1,71776,144811.063829787,121250,343,5,11,26,0,7,24,7,0,15,24,58,20,21,32,26,67
"Block Group 2, Census Tract 4818, Los Angeles County, California",ca,150,00,06,037,481800,2,Block Group 2,117292,140884.031413613,149643,499,6,7,10,31,4,27,15,31,13,4,70,6,33,36,69,137
"Block Group 1, Census Tract 4819.01, Los Angeles County, California",ca,150,00,06,037,481901,1,Block Group 1,,111219.138755981,89511,306,7,10,38,55,18,11,6,0,11,16,3,39,15,12,18,47
"Block Group 2, Census Tract 4819.01, Los Angeles County, California",ca,150,00,06,037,481901,2,Block Group 2,49028,105611.650485437,60536,179,0,32,25,0,9,0,0,0,27,24,7,10,8,9,9,19
"Block Group 3, Census Tract 4819.01, Los Angeles County, California",ca,150,00,06,037,481901,3,Block Group 3,148500,169288.489208633,153036,546,17,10,20,10,2,7,12,18,0,22,41,28,30,68,101,160
"Block Group 4, Census Tract 4819.01, Los Angeles County, California",ca,150,00,06,037,481901,4,Block Group 4,97055,130363.689604685,115324,987,41,40,14,0,27,9,0,40,122,30,83,123,131,73,97,157
"Block Group 1, Census Tract 4819.02, Los Angeles County, California",ca,150,00,06,037,481902,1,Block Group 1,60313,97615.350877193,73269,800,67,42,59,26,59,32,23,0,18,71,111,84,45,27,85,51
"Block Group 2, Census Tract 4819.02, Los Angeles County, California",ca,150,00,06,037,481902,2,Block Group 2,89250,128961.538461538,89375,336,0,0,0,0,0,0,0,12,0,31,25,118,26,36,42,46
"Block Group 1, Census Tract 4820.01, Los Angeles County, California",ca,150,00,06,037,482001,1,Block Group 1,128188,182338.762886598,148542,697,0,17,41,23,9,9,7,23,6,36,39,88,27,113,103,156
"Block Group 2, Census Tract 4820.01, Los Angeles County, California",ca,150,00,06,037,482001,2,Block Group 2,98657,132778.974358974,99514,260,14,0,31,7,0,12,0,0,7,15,19,54,0,15,30,56
"Block Group 1, Census Tract 4820.02, Los Angeles County, California",ca,150,00,06,037,482002,1,Block Group 1,87107,157047.6861167,117574,615,39,0,46,0,0,0,18,0,31,23,62,105,41,26,116,108
"Block Group 2, Census Tract 4820.02, Los Angeles County, California",ca,150,00,06,037,482002,2,Block Group 2,115191,135860.677083333,115763,694,0,0,13,0,75,0,33,0,31,13,0,140,168,9,109,103
"Block Group 3, Census Tract 4820.02, Los Angeles County, California",ca,150,00,06,037,482002,3,Block Group 3,94571,112527.954971857,101950,676,53,37,14,67,0,0,0,0,0,27,13,139,121,0,135,70
"Block Group 4, Census Tract 4820.02, Los Angeles County, California",ca,150,00,06,037,482002,4,Block Group 4,92388,138538.85209713,110288,566,0,0,0,24,0,0,41,0,0,0,71,188,13,89,17,123
"Block Group 1, Census Tract 4821.01, Los Angeles County, California",ca,150,00,06,037,482101,1,Block Group 1,134188,152692.592592593,138348,365,10,8,17,0,9,0,0,7,0,9,25,15,54,113,51,47
"Block Group 2, Census Tract 4821.01, Los Angeles County, California",ca,150,00,06,037,482101,2,Block Group 2,48867,83954.6539379475,58594,535,0,37,33,0,48,38,0,61,65,30,24,112,17,18,23,29
"Block Group 3, Census Tract 4821.01, Los Angeles County, California",ca,150,00,06,037,482101,3,Block Group 3,87188,157417.438692098,114125,588,22,37,18,36,0,45,7,25,18,8,64,32,79,24,48,125
"Block Group 1, Census Tract 4821.02, Los Angeles County, California",ca,150,00,06,037,482102,1,Block Group 1,115398,137032.034632035,110962,635,0,7,4,30,15,35,0,51,28,16,27,44,98,57,64,159
"Block Group 2, Census Tract 4821.02, Los Angeles County, California",ca,150,00,06,037,482102,2,Block Group 2,81991,133511.253196931,83906,460,41,17,6,0,2,0,7,20,0,38,41,92,13,17,70,96
"Block Group 1, Census Tract 4822.01, Los Angeles County, California",ca,150,00,06,037,482201,1,Block Group 1,56205,61141.3705583756,55636,474,60,7,15,28,64,10,0,0,0,125,40,24,78,6,9,8
"Block Group 2, Census Tract 4822.01, Los Angeles County, California",ca,150,00,06,037,482201,2,Block Group 2,51953,78717.8181818182,65036,494,96,46,0,26,29,16,0,0,9,32,110,18,20,15,29,48
"Block Group 3, Census Tract 4822.01, Los Angeles County, California",ca,150,00,06,037,482201,3,Block Group 3,73177,119249.003984064,104306,383,43,35,19,6,0,0,41,0,34,7,24,28,30,45,33,38
"Block Group 1, Census Tract 4822.02, Los Angeles County, California",ca,150,00,06,037,482202,1,Block Group 1,,68934.9397590361,38919,402,36,0,37,21,0,35,63,0,14,8,19,78,22,0,42,27
"Block Group 2, Census Tract 4822.02, Los Angeles County, California",ca,150,00,06,037,482202,2,Block Group 2,57268,77612.75,56643,457,0,9,17,14,32,6,77,0,10,70,19,44,25,54,55,25
"Block Group 3, Census Tract 4822.02, Los Angeles County, California",ca,150,00,06,037,482202,3,Block Group 3,55694,65853.9087947883,47660,801,61,19,6,9,13,101,28,22,139,9,114,60,62,118,9,31
"Block Group 1, Census Tract 4823.01, Los Angeles County, California",ca,150,00,06,037,482301,1,Block Group 1,81667,111249.450549451,94314,458,23,25,0,34,0,0,19,0,48,0,52,83,26,14,101,33
"Block Group 2, Census Tract 4823.01, Los Angeles County, California",ca,150,00,06,037,482301,2,Block Group 2,78125,118306.532663317,79125,219,9,21,0,0,0,9,10,8,28,3,15,28,30,7,23,28
"Block Group 3, Census Tract 4823.01, Los Angeles County, California",ca,150,00,06,037,482301,3,Block Group 3,,96567.4740484429,106490,332,8,20,0,19,29,22,17,0,29,12,7,0,35,82,43,9
"Block Group 4, Census Tract 4823.01, Los Angeles County, California",ca,150,00,06,037,482301,4,Block Group 4,72008,66441.3636363636,71970,239,9,0,23,0,15,15,0,0,0,22,42,99,5,4,0,5
"Block Group 1, Census Tract 4823.03, Los Angeles County, California",ca,150,00,06,037,482303,1,Block Group 1,48102,156340.163934426,53750,347,0,0,34,7,66,18,20,0,49,13,47,20,34,9,0,30
"Block Group 2, Census Tract 4823.03, Los Angeles County, California",ca,150,00,06,037,482303,2,Block Group 2,50515,73725,61250,492,0,24,36,34,46,25,0,15,59,51,46,64,32,10,38,12
"Block Group 3, Census Tract 4823.03, Los Angeles County, California",ca,150,00,06,037,482303,3,Block Group 3,90500,86919.4174757282,90344,558,14,0,6,28,0,14,0,77,0,13,45,127,101,92,25,16
"Block Group 1, Census Tract 4823.04, Los Angeles County, California",ca,150,00,06,037,482304,1,Block Group 1,57743,57645.9610027855,46078,453,53,15,10,21,41,5,0,25,32,57,51,52,42,26,23,0
"Block Group 2, Census Tract 4823.04, Los Angeles County, California",ca,150,00,06,037,482304,2,Block Group 2,59167,84166.6666666667,80000,292,16,10,11,9,9,5,21,17,37,15,5,68,13,16,33,7
"Block Group 1, Census Tract 4824.01, Los Angeles County, California",ca,150,00,06,037,482401,1,Block Group 1,56058,86194.6921443737,55288,539,35,17,5,56,28,32,5,24,5,74,32,37,70,6,71,42
"Block Group 2, Census Tract 4824.01, Los Angeles County, California",ca,150,00,06,037,482401,2,Block Group 2,66500,84124.1379310345,80455,464,0,35,5,28,29,22,17,26,0,33,52,42,65,60,45,5
"Block Group 1, Census Tract 4824.03, Los Angeles County, California",ca,150,00,06,037,482403,1,Block Group 1,47610,70940.1844532279,53068,887,76,59,0,40,106,42,33,72,48,35,90,123,61,4,64,34
"Block Group 1, Census Tract 4824.04, Los Angeles County, California",ca,150,00,06,037,482404,1,Block Group 1,97644,168195.072463768,140938,535,6,39,15,0,0,0,0,0,17,126,39,50,57,36,16,134
"Block Group 2, Census Tract 4824.04, Los Angeles County, California",ca,150,00,06,037,482404,2,Block Group 2,,77649.5395948435,,683,0,0,19,0,15,236,32,0,20,41,16,80,132,4,60,28
"Block Group 1, Census Tract 4825.02, Los Angeles County, California",ca,150,00,06,037,482502,1,Block Group 1,58393,72482.5095057034,61375,308,48,14,0,5,12,7,11,9,3,54,42,39,30,14,15,5
"Block Group 2, Census Tract 4825.02, Los Angeles County, California",ca,150,00,06,037,482502,2,Block Group 2,68295,79645.4945054945,70750,523,6,6,8,75,21,23,12,18,47,17,63,71,64,32,22,38
"Block Group 1, Census Tract 4825.03, Los Angeles County, California",ca,150,00,06,037,482503,1,Block Group 1,77955,95535.8757062147,85313,468,0,0,7,0,7,39,48,8,12,0,107,60,92,7,52,29
"Block Group 2, Census Tract 4825.03, Los Angeles County, California",ca,150,00,06,037,482503,2,Block Group 2,62275,92807.5107296137,83750,535,30,30,8,9,76,29,0,11,23,6,58,61,44,78,52,20
"Block Group 1, Census Tract 4825.21, Los Angeles County, California",ca,150,00,06,037,482521,1,Block Group 1,84833,106969.230769231,84750,268,0,16,16,0,0,0,14,36,0,13,0,71,22,38,16,26
"Block Group 2, Census Tract 4825.21, Los Angeles County, California",ca,150,00,06,037,482521,2,Block Group 2,71691,86174.0740740741,75000,597,18,54,7,21,2,52,0,67,50,16,47,122,50,37,16,38
"Block Group 3, Census Tract 4825.21, Los Angeles County, California",ca,150,00,06,037,482521,3,Block Group 3,75588,83676.3102725367,76875,576,11,24,19,15,0,15,36,0,12,23,125,143,59,0,64,30
"Block Group 1, Census Tract 4825.22, Los Angeles County, California",ca,150,00,06,037,482522,1,Block Group 1,88625,99547.2,89475,507,13,21,9,24,0,13,0,27,0,69,47,97,93,18,24,52
"Block Group 2, Census Tract 4825.22, Los Angeles County, California",ca,150,00,06,037,482522,2,Block Group 2,98929,101604.439252336,106389,726,26,18,10,0,6,28,10,0,45,80,120,23,195,73,64,28
"Block Group 3, Census Tract 4825.22, Los Angeles County, California",ca,150,00,06,037,482522,3,Block Group 3,72475,136010.546875,,322,0,0,0,0,0,0,0,0,8,29,125,38,8,21,38,55
"Block Group 1, Census Tract 4826, Los Angeles County, California",ca,150,00,06,037,482600,1,Block Group 1,146964,158889.768339768,156818,562,0,0,0,56,0,23,8,0,12,0,98,44,12,31,116,162
"Block Group 2, Census Tract 4826, Los Angeles County, California",ca,150,00,06,037,482600,2,Block Group 2,108317,157568.760611205,120346,713,51,11,0,0,23,12,0,42,23,22,0,94,153,72,85,125
"Block Group 3, Census Tract 4826, Los Angeles County, California",ca,150,00,06,037,482600,3,Block Group 3,67192,107852.835051546,66827,452,12,0,0,0,58,51,0,0,19,0,95,27,74,32,12,72
"Block Group 4, Census Tract 4826, Los Angeles County, California",ca,150,00,06,037,482600,4,Block Group 4,76161,126468.367346939,,441,0,28,24,10,0,0,0,11,0,141,0,47,8,60,20,92
"Block Group 1, Census Tract 4827.01, Los Angeles County, California",ca,150,00,06,037,482701,1,Block Group 1,78164,97939.1129032258,102586,315,17,8,20,9,0,52,14,8,21,0,0,41,29,36,56,4
"Block Group 2, Census Tract 4827.01, Los Angeles County, California",ca,150,00,06,037,482701,2,Block Group 2,61087,89834.3971631206,62283,430,7,16,46,0,24,13,0,30,27,42,32,68,23,49,41,12
"Block Group 3, Census Tract 4827.01, Los Angeles County, California",ca,150,00,06,037,482701,3,Block Group 3,80859,111823.297491039,100795,389,40,7,8,32,22,8,17,0,0,39,16,57,33,32,41,37
"Block Group 4, Census Tract 4827.01, Los Angeles County, California",ca,150,00,06,037,482701,4,Block Group 4,90750,130007.766990291,123125,214,0,0,0,17,10,0,8,0,8,0,35,36,46,15,29,10
"Block Group 1, Census Tract 4827.02, Los Angeles County, California",ca,150,00,06,037,482702,1,Block Group 1,85139,117146.633416459,90347,515,27,0,20,33,24,0,0,0,42,23,55,78,72,27,48,66
"Block Group 2, Census Tract 4827.02, Los Angeles County, California",ca,150,00,06,037,482702,2,Block Group 2,79306,127961.923076923,111607,360,45,7,0,0,22,15,6,0,8,41,16,29,40,20,89,22
"Block Group 1, Census Tract 4828.01, Los Angeles County, California",ca,150,00,06,037,482801,1,Block Group 1,126121,124166.076696165,126011,383,9,0,0,26,9,0,0,26,0,19,27,36,9,102,100,20
"Block Group 2, Census Tract 4828.01, Los Angeles County, California",ca,150,00,06,037,482801,2,Block Group 2,116667,141613.736263736,130288,254,34,9,0,0,0,9,0,16,0,18,8,24,30,38,26,42
"Block Group 3, Census Tract 4828.01, Los Angeles County, California",ca,150,00,06,037,482801,3,Block Group 3,83698,118677.924944812,113906,629,35,8,0,37,0,11,9,8,10,77,75,109,43,74,51,82
"Block Group 1, Census Tract 5001, Los Angeles County, California",ca,150,00,06,037,500100,1,Block Group 1,186250,300979.666666667,223333,360,0,0,0,9,0,0,0,0,0,34,9,11,45,35,41,176
"Block Group 2, Census Tract 5001, Los Angeles County, California",ca,150,00,06,037,500100,2,Block Group 2,179922,195995.923913043,205357,414,8,9,8,16,8,9,0,19,0,8,19,33,0,0,71,206
"Block Group 3, Census Tract 5001, Los Angeles County, California",ca,150,00,06,037,500100,3,Block Group 3,201563,316133.660130719,197000,315,0,0,0,0,0,0,0,0,9,0,6,6,0,16,118,160
"Block Group 1, Census Tract 5002.02, Los Angeles County, California",ca,150,00,06,037,500202,1,Block Group 1,102838,245492.957746479,103885,268,0,0,10,0,25,0,8,0,0,0,69,17,43,0,18,78
"Block Group 2, Census Tract 5002.02, Los Angeles County, California",ca,150,00,06,037,500202,2,Block Group 2,,171415.168539326,,219,0,0,0,0,9,30,0,0,54,0,5,0,19,11,15,76
"Block Group 3, Census Tract 5002.02, Los Angeles County, California",ca,150,00,06,037,500202,3,Block Group 3,97143,191141.258741259,,328,7,0,0,33,0,0,17,6,0,0,8,94,9,29,6,119
"Block Group 4, Census Tract 5002.02, Los Angeles County, California",ca,150,00,06,037,500202,4,Block Group 4,86791,158356.172839506,141500,265,57,0,0,20,0,0,0,0,0,29,0,44,31,5,13,66
"Block Group 5, Census Tract 5002.02, Los Angeles County, California",ca,150,00,06,037,500202,5,Block Group 5,250001,250352.845528455,250001,393,0,0,0,10,0,8,0,0,0,0,27,19,27,31,17,254
"Block Group 1, Census Tract 5002.03, Los Angeles County, California",ca,150,00,06,037,500203,1,Block Group 1,114732,184778.968253968,179276,412,35,0,0,0,40,0,45,0,31,0,30,0,28,20,68,115
"Block Group 2, Census Tract 5002.03, Los Angeles County, California",ca,150,00,06,037,500203,2,Block Group 2,174844,186420.996441281,172891,294,0,0,0,0,0,0,0,13,0,14,52,15,0,24,58,118
"Block Group 3, Census Tract 5002.03, Los Angeles County, California",ca,150,00,06,037,500203,3,Block Group 3,106979,144582.751091703,116875,539,0,20,18,0,0,0,0,28,17,10,13,89,119,38,61,126
"Block Group 1, Census Tract 5002.04, Los Angeles County, California",ca,150,00,06,037,500204,1,Block Group 1,171029,232369.189189189,178162,916,0,0,8,0,19,0,0,0,96,0,47,84,111,48,111,392
"Block Group 1, Census Tract 5003, Los Angeles County, California",ca,150,00,06,037,500300,1,Block Group 1,135625,154950.867052023,139263,1134,28,0,9,9,0,38,18,0,49,66,37,70,234,78,250,248
"Block Group 1, Census Tract 5004.02, Los Angeles County, California",ca,150,00,06,037,500402,1,Block Group 1,103750,82565.8088235294,103750,272,0,0,0,22,0,0,43,6,31,0,25,0,123,0,22,0
"Block Group 2, Census Tract 5004.02, Los Angeles County, California",ca,150,00,06,037,500402,2,Block Group 2,47009,71770.9265175719,64107,357,41,0,18,0,8,27,51,11,28,0,41,51,36,0,45,0
"Block Group 3, Census Tract 5004.02, Los Angeles County, California",ca,150,00,06,037,500402,3,Block Group 3,85549,99443.0327868852,86159,578,43,22,12,13,3,8,0,10,17,115,19,94,7,47,32,136
"Block Group 1, Census Tract 5004.03, Los Angeles County, California",ca,150,00,06,037,500403,1,Block Group 1,90625,127286.652977413,121125,793,60,183,0,0,0,0,0,0,0,0,58,103,104,85,156,44
"Block Group 2, Census Tract 5004.03, Los Angeles County, California",ca,150,00,06,037,500403,2,Block Group 2,90000,92094.1379310345,86000,302,39,0,0,37,0,5,0,0,0,0,49,33,35,12,69,23
"Block Group 1, Census Tract 5004.04, Los Angeles County, California",ca,150,00,06,037,500404,1,Block Group 1,62563,74467.1296296296,70142,303,0,0,0,0,65,0,16,0,48,22,71,32,25,0,0,24
"Block Group 2, Census Tract 5004.04, Los Angeles County, California",ca,150,00,06,037,500404,2,Block Group 2,104429,139916.339869281,140972,202,0,20,5,0,9,0,0,7,0,16,5,12,35,30,56,7
"Block Group 3, Census Tract 5004.04, Los Angeles County, California",ca,150,00,06,037,500404,3,Block Group 3,71937,89122.7118644068,71698,336,6,0,0,23,32,12,0,0,12,18,81,16,41,9,50,36
"Block Group 4, Census Tract 5004.04, Los Angeles County, California",ca,150,00,06,037,500404,4,Block Group 4,114076,147155.555555556,114457,354,7,0,5,0,0,13,0,7,0,0,37,60,81,37,19,88
"Block Group 1, Census Tract 5005, Los Angeles County, California",ca,150,00,06,037,500500,1,Block Group 1,75469,92098.355754858,77188,833,61,12,51,31,41,30,10,11,25,72,68,159,89,58,27,88
"Block Group 1, Census Tract 5006, Los Angeles County, California",ca,150,00,06,037,500600,1,Block Group 1,69475,89807.4418604651,84152,273,0,0,0,0,0,9,33,0,0,31,74,66,24,32,0,4
"Block Group 2, Census Tract 5006, Los Angeles County, California",ca,150,00,06,037,500600,2,Block Group 2,41439,51171.8085106383,,236,0,22,35,0,35,7,0,33,0,13,10,47,34,0,0,0
"Block Group 3, Census Tract 5006, Los Angeles County, California",ca,150,00,06,037,500600,3,Block Group 3,,105766.901408451,,151,0,8,0,9,13,0,8,29,0,0,13,0,0,28,10,33
"Block Group 4, Census Tract 5006, Los Angeles County, California",ca,150,00,06,037,500600,4,Block Group 4,114148,110328.8,114148,125,0,0,0,0,0,0,0,0,27,0,13,8,22,41,9,5
"Block Group 5, Census Tract 5006, Los Angeles County, California",ca,150,00,06,037,500600,5,Block Group 5,115208,137178.236914601,117396,402,0,16,0,33,10,0,41,0,7,11,42,40,21,0,88,93
"Block Group 1, Census Tract 5007, Los Angeles County, California",ca,150,00,06,037,500700,1,Block Group 1,109375,117876.339285714,133333,302,3,33,33,12,0,0,0,0,0,0,6,51,15,26,73,50
"Block Group 2, Census Tract 5007, Los Angeles County, California",ca,150,00,06,037,500700,2,Block Group 2,55776,75834.75,,476,35,0,151,0,0,0,8,0,0,64,76,0,13,50,43,36
